"ID","NAME","MEETINGNO__C","TT_ARRANGESTATUSREQUEST__C","TT_TIMESTAMPBYL__C","TT_LASTAPPROVALUSERNAME__C","TT_LASTAPPROVALDATE__C","TT_STARTDATEREMARKS__C","TT_PLACEPREFECTURE__C","TT_PLACECITY__C","TT_PLACEFREE__C","TT_STARTTIME__C","TT_ENDTIME__C","TT_HALLLAYOUT__C","TT_NEEDDISCUSSION__C","TT_NEEDPARTY__C","TT_NUMBEROFPARTICIPANTSPARTY__C","TT_NEEDANTEROOMLECTURE__C","TT_NEEDANTEROOMLECTURETIMEFROM__C","TT_NEEDANTEROOMLECTURENUMBER__C","TT_NEEDANTEROOMEMPLOYEE__C","TT_NEEDANTEROOMEMPLOYEENUMBER__C","TT_NEEDSPONSOR__C","TT_NEEDSPONSORTIMEFROM__C","TT_NEEDSPONSORNUMBER__C","TT_WISHINGSTAYNUMBER__C","TT_WISHINGSTAYDATE__C","TT_ARRANGEPLANNUMBERTRAFFIC__C","TT_ARRANGEPLANNUMBERTAXI__C","TT_REMARKSOTHER__C"
"a0G1000000jbX7yEAE","MTA15-00009009","MTG15-00046306","","","","","","福島県","南相馬市","ロイヤルホテル　丸屋","18:50","20:30","1","true","false","6.0","true","18:00","4.0","false","0.0","false","","0.0","2.0","20150520","0.0","0.0",""
"a0G1000000jbVc4EAE","MTA15-00008991","MTG15-00039716","3","20150326124541","","","","","","済生会滋賀県病院","19:00","20:00","9","false","false","7.0","false","","0.0","false","0.0","false","","0.0","0.0","","0.0","0.0","医局で行いますので、会場手配は必要ありません"
"a0G1000000jbYdbEAE","MTA15-00009019","MTG15-00039716","3","20150330094525","","","","","","徳山中央病院8階会議室①","19:00","20:00","9","false","false","7.0","false","","0.0","false","0.0","false","","0.0","0.0","","0.0","0.0","院内開催の為、会場手配は必要ありません。"
"a0G1000000jbYdMEAU","MTA15-00009017","MTG15-00039717","3","20150327083937","","","","新潟県","","桑名病院　総合医局","19:00","20:00","2","false","false","8.0","false","","0.0","false","0.0","false","","0.0","0.0","","0.0","0.0","病院にて実施のため、手配不要です。当日の写真撮影を失念してしましました。申し訳ございません。"
"a0G1000000jbYdHEAU","MTA15-00009016","MTG15-00044241","2","20150331130252","","","5月23日(土)","大阪府","","ハートンホール　ハマナス会場","15:00","17:30","1","false","false","50.0","false","","0.0","false","0.0","false","","0.0","0.0","","0.0","0.0","バイエル薬品で予約しておりますので、手続きをお願いいたします。"
"a0G1000000jbYdCEAU","MTA15-00009015","MTG15-00036244","3","20150326220409","","","","","","山梨県立中央病院2F会議室1","19:00","20:00","2","false","false","0.0","false","","0.0","false","0.0","false","","0.0","0.0","","0.0","0.0","院内会議室使用の為、手配不要"
"a0G1000000jbYWfEAM","MTA15-00009013","MTG15-00039716","3","20150326204353","","","","","","愛媛労災病院　大会議室","19:00","20:00","1","false","false","7.0","false","","0.0","false","0.0","false","","0.0","0.0","","0.0","0.0","病院会議室で行いますので、会場手配は必要ありません。"
"a0G1000000jbYYgEAM","MTA15-00009014","MTG15-00044369","3","20150326204530","","","","","","愛媛労災病院　大会議室","19:00","20:00","1","false","false","4.0","false","","0.0","false","0.0","false","","0.0","0.0","","0.0","0.0","院内会議室で開催のため、会場手配は必用ありません。"
"a0G1000000jbYdgEAE","MTA15-00009020","MTG15-00038803","3","20150410124230","","","","","","筑波大学　8F討議室","18:30","19:45","2","false","false","0.0","false","","0.0","false","0.0","false","","0.0","0.0","","0.0","0.0",""
"a0G1000000jbYiQEAU","MTA15-00009021","MTG15-00039716","3","20150327134207","","","","栃木県","済生会宇都宮","院内会議室","19:00","20:00","1","false","false","7.0","false","","0.0","false","0.0","false","","0.0","0.0","","0.0","0.0","院内会議室にて開催の為手配は不要です。
宜しくお願いいたします。"
"a0G1000000jbZ2QEAU","MTA15-00009023","MTG15-00039717","3","20150327163302","","","","","","茨城西南医療センター病院","19:00","20:00","1","false","false","8.0","false","","0.0","false","0.0","false","","0.0","0.0","","0.0","0.0",""
"a0G1000000jbjAaEAI","MTA15-00009062","MTG15-00039716","3","20150330131229","","","","","","鹿児島大学病院","19:00","20:00","1","false","false","7.0","false","","0.0","false","0.0","false","","0.0","0.0","","0.0","0.0","カンファレンス室で実施しますので、会場手配は不要です。
(4/6)開催中止となりました。"
"a0G1000000jbYodEAE","MTA15-00009022","MTG15-00044208","2","20150402113138","","","","埼玉県","新座市","ベルセゾン","19:00","20:00","1","false","false","1.0","false","","0.0","false","0.0","false","","0.0","0.0","","0.0","0.0","会場手配済み
ベルセゾン2階kaede"
"a0G1000000jbaT1EAI","MTA15-00009033","MTG15-00045479","2","20150403112725","","","","埼玉県","さいたま市","ホテル予約済み。精算のみお願い致します。","19:15","21:00","1","false","false","0.0","false","","0.0","false","0.0","false","","0.0","0.0","","0.0","0.0",""
"a0G1000000jba9YEAQ","MTA15-00009031","MTG15-00041995","2","20150403011149","","","","","","後楽ホテル","18:30","19:30","1","false","false","4.0","false","","0.0","false","0.0","false","","0.0","0.0","","0.0","0.0","旅行代理店へ連絡済み、事後精算代行依頼"
"a0G1000000jbZI7EAM","MTA15-00009027","MTG15-00039717","3","20150408115846","","","","","","静岡市立静岡病院","19:00","20:00","1","false","false","8.0","false","","0.0","false","0.0","false","","0.0","0.0","","0.0","0.0","病院内の会議室で行いますので会場手配は必要ありません。"
"a0G1000000jba86EAA","MTA15-00009030","MTG15-00039716","3","20150327141109","","","","埼玉県","熊谷市","埼玉県立循環器呼吸器病センター　カンファ室","19:00","20:00","1","false","false","7.0","false","","0.0","false","0.0","false","","0.0","0.0","","0.0","0.0",""
"a0G1000000jbi9yEAA","MTA15-00009051","MTG15-00039454","1","20150330092837","","","","北海道","芦別市","都会館","18:30","20:00","1","true","false","0.0","true","18:00","2.0","false","0.0","false","","0.0","0.0","","0.0","0.0",""
"a0G1000000jbZnxEAE","MTA15-00009029","MTG15-00042988","1","20150327121417","","","","北海道","札幌市中央区","全日空ホテル　和食　「雲海」","18:00","21:00","9","false","true","6.0","false","","0.0","false","0.0","false","","0.0","0.0","","0.0","0.0","予約済です。
精算代行をお願い致します。"
"a0G1000000jbaYGEAY","MTA15-00009034","MTG15-00039716","4","20150327152608","","","","","","衛生管理室","19:00","20:00","1","false","false","7.0","false","","0.0","false","0.0","false","","0.0","0.0","","0.0","0.0",""
"a0G1000000jbazqEAA","MTA15-00009039","MTG15-00046425","2","20150402133729","","","","京都府","","ホテルモントレ京都","18:30","20:00","1","false","false","0.0","false","","0.0","false","0.0","false","","0.0","0.0","","0.0","0.0","精算のみトップツアー代行"
"a0G1000000jbaxLEAQ","MTA15-00009038","MTG15-00039716","3","20150327180130","","","","","","越谷ハートフルクリニック　院内","19:00","20:00","1","false","false","7.0","false","","0.0","false","0.0","false","","0.0","0.0","","0.0","0.0","会場手配不要"
"a0G1000000jbZ55EAE","MTA15-00009025","MTG15-00043831","2","20150406171357","","","","新潟県","新発田市","北辰館　〒957-0055　新発田市諏訪町1丁目13-15
電話　0254-22-2249","18:45","20:30","1","true","false","0.0","true","17:30","6.0","false","0.0","false","","0.0","0.0","","0.0","0.0",""
"a0G1000000jbZ3sEAE","MTA15-00009024","MTG15-00038803","3","20150327101129","","","","島根県","出雲市","島根大学院内カンファレンスルームを使用するため、手配は不要です。","18:30","19:45","1","false","false","0.0","false","","0.0","false","0.0","false","","0.0","0.0","","0.0","0.0","当初10名で伺っておりましたが、20名の参加と大幅に参加人数が増えたとの連絡を受けました(4/14現在)。"
"a0G1000000jbabPEAQ","MTA15-00009036","MTG15-00042447","3","20150330085434","","","","","","衛生管理室","20:10","20:30","1","false","false","0.0","false","","0.0","false","0.0","false","","0.0","0.0","","0.0","0.0","病院開催のため手配不要"
"a0G1000000jbZFyEAM","MTA15-00009026","MTG15-00046393","","","","","5/27 18:00～21:00にてロイヤルホテル丸屋仮予約済み。（最小単位3時間とのこと。）
精算をお願い致します。","福島県","南相馬市","ロイヤルホテル　丸屋","19:00","20:00","1","false","false","3.0","false","","0.0","false","0.0","false","","0.0","0.0","","0.0","0.0",""
"a0G1000000jbaNwEAI","MTA15-00009032","MTG15-00039716","3","20150327152454","","","","","","衛生管理室","19:00","20:00","1","false","false","7.0","false","","0.0","false","0.0","false","","0.0","0.0","","0.0","0.0","院内開催のため手配不要"
"a0G1000000jbaZsEAI","MTA15-00009035","MTG15-00046389","1","20150327174500","","","","大阪府","大阪市","ブリーゼプラザ小ホール","18:30","21:00","9","false","false","0.0","false","","0.0","false","0.0","false","","0.0","0.0","","0.0","0.0","会場費の支払い代行をお願い致します。"
"a0G1000000jbagjEAA","MTA15-00009037","MTG15-00039716","3","20150328085538","","","","","","東京山手メディカルセンター","19:00","20:00","1","false","false","7.0","false","","0.0","false","0.0","false","","0.0","0.0","","0.0","0.0","院内会議室にて実施"
"a0G1000000jbZSWEA2","MTA15-00009028","MTG15-00039716","3","20150327120957","","","","","","新潟大学医歯学総合病院　検討会室","19:00","20:00","1","false","false","7.0","false","","0.0","false","0.0","false","","0.0","0.0","","0.0","0.0","検討会室を使用致しますので、会場手配は必要ありません。"
"a0G1000000jbbJWEAY","MTA15-00009042","MTG15-00039717","3","20150327203619","","","","","","一宮西病院","19:00","20:00","1","false","false","8.0","false","","0.0","false","0.0","false","","0.0","0.0","","0.0","0.0",""
"a0G1000000jbdx0EAA","MTA15-00009043","MTG15-00039716","3","20150330090308","","","","","","福岡大学筑紫病院","19:00","20:00","2","false","false","7.0","false","","0.0","false","0.0","false","","0.0","0.0","","0.0","0.0","院内実施のため会場手配不要です。"
"a0G1000000jbe8DEAQ","MTA15-00009045","MTG15-00044369","3","20150330090213","","","","","","宗像水光会総合病院","19:00","20:00","1","false","false","4.0","false","","0.0","false","0.0","false","","0.0","0.0","","0.0","0.0","手配不要、当病院水光会リハビリフィットネスセンター地域交流室を利用します。2時間￥1000。"
"a0G1000000jbe4VEAQ","MTA15-00009044","MTG15-00039717","3","20150330090239","","","","","","福岡大学筑紫病院","19:00","20:00","2","false","false","8.0","false","","0.0","false","0.0","false","","0.0","0.0","","0.0","0.0","院内実施のため会場手配不要です。"
"a0G1000000jberrEAA","MTA15-00009046","MTG15-00040477","","","","","","北海道","小樽市","オーセントホテル小樽
北海道小樽市稲穂２－１５－１","18:30","19:30","1","false","true","3.0","false","","0.0","false","0.0","false","","0.0","0.0","","0.0","0.0","社外講師勉強会会場、慰労会会場手配済み。"
"a0G1000000jbes6EAA","MTA15-00009047","MTG15-00039716","3","20150329090357","","","","","","博慈会記念総合病院","19:00","20:00","2","false","false","7.0","false","","0.0","false","0.0","false","","0.0","0.0","","0.0","0.0","院内で実施の為、手配不要"
"a0G1000000jbh3aEAA","MTA15-00009048","MTG15-00039717","1","20150402021038","","","","徳島県","三好市","なし","19:00","20:00","4","false","false","8.0","false","","0.0","false","0.0","false","","0.0","0.0","","0.0","0.0","中止でお願いします"
"a0G1000000jbjMSEAY","MTA15-00009067","MTG15-00038932","2","20150414171500","","","","秋田県","由利本荘市","本荘グランドホテル","18:45","20:30","1","true","false","0.0","true","18:00","3.0","false","0.0","false","","0.0","0.0","","0.0","0.0","会場は口頭にて仮予約しております。"
"a0G1000000jbjNeEAI","MTA15-00009068","MTG15-00042680","2","20150406180401","","","","岡山県","岡山市","ホテルグランヴィア岡山","19:15","21:00","1","true","false","0.0","true","18:30","8.0","false","0.0","false","","0.0","0.0","","0.0","0.0","ホテルに予約済みです。
精算代行をお願い致します。"
"a0G1000000jbjgCEAQ","MTA15-00009072","MTG15-00039542","3","20150330152846","","","","","","市静岡病院","19:00","20:15","2","false","false","0.0","false","","0.0","false","0.0","false","","0.0","0.0","","0.0","0.0","医局で行いますので、会場手配は必要ありません。"
"a0G1000000jbjApEAI","MTA15-00009063","MTG15-00039716","3","20150330130857","","","","熊本県","","坂梨ハートクリニック","19:00","20:00","1","false","false","7.0","false","","0.0","false","0.0","false","","0.0","0.0","","0.0","0.0","院内で実施するため会場手配は必要ありません。"
"a0G1000000jbkLqEAI","MTA15-00009078","MTG15-00043427","2","20150331172532","","","","","","高崎ビューホテル","18:00","19:30","1","false","false","4.0","false","","0.0","false","0.0","false","","0.0","0.0","","0.0","0.0","手配不要。精算代行の依頼。"
"a0G1000000jbjxFEAQ","MTA15-00009074","MTG15-00042847","2","20150403144029","","","","滋賀県","長浜市","北ビワコホテル　グラッチェ
３階　ルナ","18:00","19:00","1","false","true","4.0","false","","0.0","false","0.0","false","","0.0","0.0","","0.0","0.0",""
"a0G1000000jbpOaEAI","MTA15-00009107","MTG15-00044369","3","20150331172600","","","","京都府","京都市","京都教育文化センター　204号","19:00","20:00","1","false","false","4.0","false","","0.0","false","0.0","false","","0.0","0.0","","0.0","0.0","予約済み。精算代行のみお願いします。"
"a0G1000000jbkPYEAY","MTA15-00009079","MTG15-00044821","2","20150331172542","","","","","","高崎ビューホテル","19:30","20:30","1","false","false","3.0","false","","0.0","false","0.0","false","","0.0","0.0","","0.0","0.0","手配不要。勉強会関連（慰労会以外）支払代行依頼。"
"a0G1000000jbjPuEAI","MTA15-00009069","MTG15-00042847","","","","","","滋賀県","長浜市","北ビワコホテル　グラッチェ
３階　ルナ","18:00","19:00","1","false","true","4.0","false","","0.0","false","0.0","false","","0.0","0.0","","0.0","0.0",""
"a0G1000000jbkhgEAA","MTA15-00009081","MTG15-00041209","1","20150330163604","","","3/28（土）横須賀市産業交流プラザ
講演会場：特別会議室
情報交換会会場：交流サロン（同施設内）","神奈川県","横須賀市","横須賀市産業交流プラザ","14:00","18:00","1","true","false","0.0","false","","0.0","false","0.0","false","","0.0","0.0","","0.0","0.0","事後精算をお願い致します。
会場費は支払い済です。
意見交換会のみ精算をお願い致します。
トップツアー杉山様確認済。"
"a0G1000000jbkiUEAQ","MTA15-00009082","MTG15-00043291","2","20150402111155","","","アークホテル岡山2F葵の間で仮予約してあります。
演者用の水差し、おしぼり、スクリーンの貸出を希望します。
プロジェクターはこちらで持ち込みます。","岡山県","","アークホテル岡山","19:00","20:00","1","false","false","3.0","false","","0.0","false","0.0","false","","0.0","0.0","","0.0","0.0",""
"a0G1000000jbjkEEAQ","MTA15-00009073","MTG15-00046192","2","20150403105311","","","","千葉県","浦安市","浦安ブライトンホテル東京ベイ「ケルビム」で予約済み。","18:30","19:30","1","false","false","0.0","false","","0.0","false","0.0","false","","0.0","0.0","","0.0","0.0",""
"a0G1000000jbiyPEAQ","MTA15-00009058","MTG15-00039362","","","","","","","","共催費","14:20","16:20","9","false","false","0.0","false","","0.0","false","0.0","false","","0.0","0.0","","0.0","0.0","手配不要"
"a0G1000000jbjZGEAY","MTA15-00009071","MTG15-00039716","3","20150330131647","","","","富山県","氷見市","金沢医科大学氷見市民病院２Fカンファレンスルーム","19:00","20:00","1","false","false","7.0","false","","0.0","false","0.0","false","","0.0","0.0","","0.0","0.0","医局で行いますので会場手配で必要ありません。"
"a0G1000000jbjL9EAI","MTA15-00009066","MTG15-00039716","3","20150406140422","","","担当ＭＲが会場手配済みです","北海道","函館市","市立函館病院２Ｆ会議室Ａ","19:00","20:00","1","false","false","7.0","false","","0.0","false","0.0","false","","0.0","0.0","","0.0","0.0",""
"a0G1000000jbj3oEAA","MTA15-00009060","MTG15-00038803","3","20150330160258","","","","岐阜県","","副会場　岐阜医療センター院内実施　手配不要","18:30","19:45","9","false","false","0.0","false","","0.0","false","0.0","false","","0.0","0.0","","0.0","0.0","副会場　岐阜医療耳鼻科　外来にて実施　手配不要"
"a0G1000000jbjD0EAI","MTA15-00009065","MTG15-00039717","3","20150330120259","","","","高知県","高知市","もみのき病院　6階","19:00","20:00","1","false","false","8.0","false","","0.0","false","0.0","false","","0.0","0.0","","0.0","0.0","院内会議室で行いますので、会場手配は必要ありません。
宜しくお願い致します。"
"a0G1000000jbkG7EAI","MTA15-00009076","MTG15-00039716","3","20150330162858","","","","","","人吉医療センター４F会議室２","19:00","20:00","4","false","false","7.0","false","","0.0","false","0.0","false","","0.0","0.0","","0.0","0.0","院内で行いますので会場手配は必要ありません"
"a0G1000000jbjyhEAA","MTA15-00009075","MTG15-00039542","3","20150330145933","","","","香川県","香川県木田郡","循環器内科　医局","19:00","20:15","1","false","false","0.0","false","","0.0","false","0.0","false","","0.0","0.0","","0.0","0.0",""
"a0G1000000jbkxxEAA","MTA15-00009083","MTG15-00042694","3","20150330235402","","","","","","呉共済病院院内会議室","19:00","19:45","1","false","false","0.0","false","","0.0","false","0.0","false","","0.0","0.0","","0.0","0.0","院内会議室のため、手配不要"
"a0G1000000jbjBOEAY","MTA15-00009064","MTG15-00039716","3","20150330125322","","","","","","岡山ハートクリニック　医局","19:00","20:00","1","false","false","7.0","false","","0.0","false","0.0","false","","0.0","0.0","","0.0","0.0",""
"a0G1000000jbi0DEAQ","MTA15-00009049","MTG15-00045915","1","20150330055349","","","","山梨県","甲府市","古名屋ホテル","19:30","21:00","1","true","false","0.0","true","18:30","6.0","false","0.0","false","","0.0","1.0","20150529","0.0","0.0","古名屋ホテル予約済　担当金丸様　宿泊１部屋予約済"
"a0G1000000jbietEAA","MTA15-00009052","MTG15-00042472","2","20150410141401","","","バイエル薬品中村允彦の名前で予約済みです。","北海道","旭川","藤田観光ワシントン","19:00","20:00","1","false","false","0.0","false","","0.0","false","0.0","false","","0.0","0.0","","0.0","0.0","宿泊希望無し"
"a0G1000000jbiiCEAQ","MTA15-00009053","MTG15-00040424","2","20150331183102","","","2015年　7月1日","愛知県","中村区","名古屋マリオットアソシアホテル","19:30","21:00","1","true","false","50.0","true","17:30","4.0","false","0.0","false","","0.0","1.0","20150701","0.0","0.0","トップツアーを通じて仮予約しております。"
"a0G1000000jbiuDEAQ","MTA15-00009057","MTG15-00039716","3","20150401063806","","","","","","福島市（院内開催）","19:00","20:00","1","false","false","7.0","false","","0.0","false","0.0","false","","0.0","0.0","","0.0","0.0","病院内での開催の為会場手配の必要はありません。"
"a0G1000000jbiiWEAQ","MTA15-00009054","MTG15-00039716","3","20150330204225","","","","","","津山中央病院ミーティングルーム","19:00","20:00","2","false","false","7.0","false","","0.0","false","0.0","false","","0.0","0.0","","0.0","0.0","院内ミーティングルームで行いますので手配不要"
"a0G1000000jbi9ZEAQ","MTA15-00009050","MTG15-00044369","3","20150330102510","","","","岐阜県","瑞浪市","東濃厚生病院神経内科外来","19:00","20:00","9","false","false","4.0","false","","0.0","false","0.0","false","","0.0","0.0","","0.0","0.0","院内で行うため会場手配は不要です。"
"a0G1000000jbitFEAQ","MTA15-00009056","MTG15-00045455","1","20150401111213","","","2015.6.23(火)18:30～20:30","静岡県","静岡市","2015.6.23(火)　静岡市葵区黒金町４９番　パルシェ貸会議室　特別会議室の手配・精算をお願いします(特別会議室１が空いてればそちらを希望)
。TEL:054-252-2202 人数約１０名","00:00","00:00","1","false","true","3.0","false","","0.0","false","0.0","false","","0.0","0.0","","0.0","0.0","慰労会会場はこちらで手配をかけます。"
"a0G1000000jbnyEEAQ","MTA15-00009087","MTG15-00039717","4","20150403154231","","","","秋田県","横手市","プラザアネックスホテル","19:00","20:00","1","false","false","8.0","false","","0.0","false","0.0","false","","0.0","0.0","","0.0","0.0","会場手配済み　（２時間税込6000円）"
"a0G1000000jbo2fEAA","MTA15-00009091","MTG15-00039716","3","20150330204307","","","","鹿児島県","","鹿児島医療センター医局","19:00","20:00","9","false","false","7.0","false","","0.0","false","0.0","false","","0.0","0.0","","0.0","0.0","医局で実施しますので、会場手配は不要です。

開催予定でしたが、中止となりました。"
"a0G1000000jbljVEAQ","MTA15-00009084","MTG15-00044369","3","20150330190544","","","","","","臨床B棟　６階　会議室","19:00","20:00","1","false","false","4.0","false","","0.0","false","0.0","false","","0.0","0.0","","0.0","0.0","医局会議室で実施の為手配不要です"
"a0G1000000jboBSEAY","MTA15-00009093","MTG15-00039716","3","20150331130735","","","","","","前橋赤十字病院
健診センター３階会議室","19:00","20:00","1","false","false","7.0","false","","0.0","false","0.0","false","","0.0","0.0","","0.0","0.0","病院内で行いますので、会場手配は必要ありません。"
"a0G1000000jbmJUEAY","MTA15-00009086","MTG15-00036244","3","20150330184256","","","","","","市立豊中病院","19:00","20:00","1","false","false","0.0","false","","0.0","false","0.0","false","","0.0","0.0","","0.0","0.0","院内会議室で行いますので、会場手配の必要はありません。"
"a0G1000000jbo1IEAQ","MTA15-00009088","MTG15-00039716","3","20150330202042","","","","大阪府","大阪市","医誠会病院　心臓血管センター　医局","19:00","20:00","9","false","false","7.0","false","","0.0","false","0.0","false","","0.0","0.0","","0.0","0.0","集合形式で行うため会場の手配は必要ありません。"
"a0G1000000jbo1SEAQ","MTA15-00009089","MTG15-00039717","3","20150330202058","","","","大阪府","大阪市","医誠会病院　心増血管センター　医局","19:00","20:00","9","false","false","8.0","false","","0.0","false","0.0","false","","0.0","0.0","","0.0","0.0","集合形式で行うため会場の手配は必要ありません。"
"a0G1000000jboBrEAI","MTA15-00009094","MTG15-00039716","3","20150331103206","","","","熊本県","上天草市","院内にて実施のため会場手配不要","19:00","20:00","1","false","false","7.0","false","","0.0","false","0.0","false","","0.0","0.0","","0.0","0.0",""
"a0G1000000jbo1wEAA","MTA15-00009090","MTG15-00044369","3","20150330202021","","","","大阪府","大阪市","医誠会病院　心臓血管センター　医局","19:00","20:00","9","false","false","4.0","false","","0.0","false","0.0","false","","0.0","0.0","","0.0","0.0","集合形式で行うため会場の手配は必要ありません。"
"a0G1000000jbo2uEAA","MTA15-00009092","MTG15-00039716","3","20150330205653","","","","","","トヨタ記念病院","19:00","20:00","2","false","false","7.0","false","","0.0","false","0.0","false","","0.0","0.0","","0.0","0.0",""
"a0G1000000jboD7EAI","MTA15-00009096","MTG15-00039716","3","20150331095923","","","","茨城県","土浦市","土浦協同病院・脳神経外科　医局","19:00","20:00","1","false","false","7.0","false","","0.0","false","0.0","false","","0.0","0.0","","0.0","0.0","医局利用のため会場手配は不要"
"a0G1000000jboNREAY","MTA15-00009098","MTG15-00039834","3","20150331093307","","","","","","福井大学　皮膚科　医局","19:00","20:00","2","false","false","0.0","false","","0.0","false","0.0","false","","0.0","0.0","","0.0","0.0","医局で行いますので、会場の手配はいりません。"
"a0G1000000jbpBbEAI","MTA15-00009103","MTG15-00044369","3","20150331105836","","","","","","岐阜大学医学部　７階　セミナー室","19:00","20:00","2","false","false","4.0","false","","0.0","false","0.0","false","","0.0","0.0","","0.0","0.0","医局で行いますので、会場手配は必要ありません。"
"a0G1000000jbpMjEAI","MTA15-00009106","MTG15-00042694","3","20150403124007","","","","","","医局内開催にて会場手配不要","19:00","19:45","1","false","false","0.0","false","","0.0","false","0.0","false","","0.0","0.0","","0.0","0.0",""
"a0G1000000jbozBEAQ","MTA15-00009102","MTG15-00045474","3","20150407123129","櫻井 大三郎","20150407","八王子京王プラザ希望 /寺山さんからすでにトップには連絡済み","東京都","","島型","18:30","20:30","9","false","false","0.0","false","","0.0","false","0.0","false","","0.0","0.0","","0.0","0.0","スクリーン
お弁当　一つ
飲み物"
"a0G1000000jbpH0EAI","MTA15-00009104","MTG15-00039716","3","20150331111928","","","","千葉県","千葉市","青葉病院","19:00","20:00","2","false","false","7.0","false","","0.0","false","0.0","false","","0.0","0.0","","0.0","0.0","病院図書室で行いますので、会場手配は不要です。"
"a0G1000000jbpMeEAI","MTA15-00009105","MTG15-00039717","3","20150331172453","","","","京都府","京都市","京都教育文化センター　205号室","19:00","20:00","1","false","false","8.0","false","","0.0","false","0.0","false","","0.0","0.0","","0.0","0.0","予約済み。精算代行のみお願いします。"
"a0G1000000jbokGEAQ","MTA15-00009101","MTG15-00039716","3","20150331100903","","","","","","名古屋掖済会病院","19:00","20:00","1","false","false","7.0","false","","0.0","false","0.0","false","","0.0","0.0","","0.0","0.0","院内会議室で開催の為、会場手配は必要ありません。"
"a0G1000000jbpWKEAY","MTA15-00009108","MTG15-00046609","2","20150403061745","","","2015年5月15日（金）で決定です。","福島県","福島市","ウエディング・エルティ","19:00","20:30","1","true","false","0.0","true","18:00","2.0","false","0.0","false","","0.0","1.0","20150515","0.0","0.0","※会場は、『ウエディング・エルティ』にすでに予約済みです。代行清算をお願いします。福島県福島市野田町１丁目１０−４１ ‎ 　TEL: 0120-618-839 

※演者の宿泊ホテルは、福島ビューホテルでツインのシングルユースで予約済みです。　TEL:　024 – 531 - 1111"
"a0G1000000jboFhEAI","MTA15-00009097","MTG15-00042447","3","20150401102902","","","","","","庄原赤十字病院","20:10","20:30","1","false","false","0.0","false","","0.0","false","0.0","false","","0.0","0.0","","0.0","0.0","会場手配は不要"
"a0G1000000jboiPEAQ","MTA15-00009099","MTG15-00035547","2","20150410223655","","","","大阪府","大阪府大阪市","帝国ホテル大阪","11:00","13:00","1","true","false","0.0","true","10:00","6.0","false","0.0","false","","0.0","10.0","20150926","0.0","0.0",""
"a0G1000000jbpvSEAQ","MTA15-00009109","MTG15-00041651","","","","","","","","共催費","12:00","12:50","9","false","false","0.0","false","","0.0","false","0.0","false","","0.0","0.0","","0.0","0.0","手配不要"
"a0G1000000jbqWkEAI","MTA15-00009115","MTG15-00039717","3","20150331163318","","","","埼玉県","草加市","診療室で行いますので会場の手配は必要ありません。","19:00","20:00","9","false","false","8.0","false","","0.0","false","0.0","false","","0.0","0.0","","0.0","0.0","意見交換会はありません。"
"a0G1000000jbqC6EAI","MTA15-00009113","MTG15-00046990","2","20150401000722","","","8/22（土）17:00-19:00","大阪府","大阪市北区","ヒルトン大阪","17:00","19:00","1","true","false","7.0","true","16:00","4.0","false","0.0","false","","0.0","0.0","","0.0","0.0","トップツアー松嶋さんに連絡済み。"
"a0G1000000jbpwSEAQ","MTA15-00009111","MTG15-00039716","3","20150331145920","","","","愛知県","名古屋市","大同病院内","19:00","20:00","2","false","false","7.0","false","","0.0","false","0.0","false","","0.0","0.0","","0.0","0.0","院内で開催のため、会場手配不要です"
"a0G1000000nsrQ6EAI","MTA15-00009233","MTG15-00042694","3","20150406164616","","","","青森県","八戸市","八戸パークホテル　「ルビー」","19:00","19:45","1","false","false","0.0","false","","0.0","false","0.0","false","","0.0","0.0","","0.0","0.0",""
"a0G1000000jbpxuEAA","MTA15-00009112","MTG15-00042447","3","20150331145913","","","","愛知県","名古屋市","大同病院内","20:10","20:30","2","false","false","0.0","false","","0.0","false","0.0","false","","0.0","0.0","","0.0","0.0","院内で開催のため、会場手配不要です。"
"a0G1000000jbqJREAY","MTA15-00009114","MTG15-00046746","1","20150331153852","","","5月23日（土）17:00～22:00","京都府","京都市上京区","京都ブライトンホテル  地下１階　『芳樹の間』","18:00","20:00","3","true","false","0.0","true","17:00","4.0","false","0.0","false","","0.0","0.0","","0.0","0.0","会場はトップツアー者に事前に予約済です。
清算代行のみお願い申し上げます。
トップツアー松嶋様確認済。"
"a0G1000000jbxsEEAQ","MTA15-00009123","MTG15-00038803","3","20150331230751","","","","山口県","","山口大学医学部附属病院　多目的室1，2","18:30","19:45","1","false","false","0.0","false","","0.0","false","0.0","false","","0.0","0.0","","0.0","0.0",""
"a0G1000000jbql1EAA","MTA15-00009116","MTG15-00040128","","","","","","","","会場関係費等_J-COM","10:00","12:10","9","false","false","0.0","false","","0.0","false","0.0","false","","0.0","0.0","","0.0","0.0","手配不要"
"a0G1000000jbqoFEAQ","MTA15-00009117","MTG15-00046336","1","20150401102314","","","5月15日、金沢都ホテルを担当者サイドにて既に手配済み","石川県","金沢市","金沢都ホテルを、担当者にて既に手配済み","19:00","21:00","1","true","false","0.0","true","","4.0","false","0.0","false","","0.0","0.0","","0.0","0.0","金沢都ホテル　７F　鳳凰の間を手配済み。
精算代行をお願い致します。"
